Username,Tanggal,Review,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
Adwitya Galuh,15/07/2022,pemandangan yang bagus dan menarik suasananya dan ramai,positif,"['pemandangan', 'yang', 'bagus', 'dan', 'menarik', 'suasananya', 'dan', 'ramai']","['pemandangan', 'yang', 'bagus', 'dan', 'menarik', 'suasananya', 'dan', 'ramai']","['pemandangan', 'bagus', 'menarik', 'suasananya', 'ramai']","['pemandangan', 'bagus', 'menarik', 'suasananya', 'ramai']","['pandang', 'bagus', 'tarik', 'suasana', 'ramai']"
aeisy 13,15/07/2022,kereen,positif,['kereen'],['kereen'],['kereen'],['kereen'],['kereen']
difi moza,15/07/2022,tempatnya bagus dan indah  tp kalau kesini disarankan buat pakai masker ya karna berdebu banget kan gunung pasir gt  terus ada juga tempat makan yg enak di sekitar gunung bromo ini yg sistem nya kyk prasmanan gt dan teh angetnya enak banget jadi pas sama suasana dinginnya udara pagi bromo,positif,"['tempatnya', 'bagus', 'dan', 'indah', 'tp', 'kalau', 'kesini', 'disarankan', 'buat', 'pakai', 'masker', 'ya', 'karna', 'berdebu', 'banget', 'kan', 'gunung', 'pasir', 'gt', 'terus', 'ada', 'juga', 'tempat', 'makan', 'yg', 'enak', 'di', 'sekitar', 'gunung', 'bromo', 'ini', 'yg', 'sistem', 'nya', 'kyk', 'prasmanan', 'gt', 'dan', 'teh', 'angetnya', 'enak', 'banget', 'jadi', 'pas', 'sama', 'suasana', 'dinginnya', 'udara', 'pagi', 'bromo']","['tempatnya', 'bagus', 'dan', 'indah', 'tp', 'kalau', 'kesini', 'disarankan', 'buat', 'pakai', 'masker', 'ya', 'karna', 'berdebu', 'banget', 'kan', 'gunung', 'pasir', 'gt', 'terus', 'ada', 'juga', 'tempat', 'makan', 'yg', 'enak', 'di', 'sekitar', 'gunung', 'bromo', 'ini', 'yg', 'sistem', 'nya', 'kyk', 'prasmanan', 'gt', 'dan', 'teh', 'angetnya', 'enak', 'banget', 'jadi', 'pas', 'sama', 'suasana', 'dinginnya', 'udara', 'pagi', 'bromo']","['tempatnya', 'bagus', 'indah', 'tp', 'kesini', 'disarankan', 'pakai', 'masker', 'ya', 'karna', 'berdebu', 'banget', 'gunung', 'pasir', 'gt', 'makan', 'yg', 'enak', 'gunung', 'bromo', 'yg', 'sistem', 'nya', 'kyk', 'prasmanan', 'gt', 'teh', 'angetnya', 'enak', 'banget', 'pas', 'suasana', 'dinginnya', 'udara', 'pagi', 'bromo']","['tempatnya', 'bagus', 'indah', 'tp', 'kesini', 'disarankan', 'pakai', 'masker', 'ya', 'karna', 'berdebu', 'banget', 'gunung', 'pasir', 'gt', 'makan', 'yg', 'enak', 'gunung', 'bromo', 'yg', 'sistem', 'nya', 'kyk', 'prasmanan', 'gt', 'teh', 'angetnya', 'enak', 'banget', 'pas', 'suasana', 'dinginnya', 'udara', 'pagi', 'bromo']","['tempat', 'bagus', 'indah', 'tp', 'kesini', 'saran', 'pakai', 'masker', 'ya', 'karna', 'debu', 'banget', 'gunung', 'pasir', 'gt', 'makan', 'yg', 'enak', 'gunung', 'bromo', 'yg', 'sistem', 'nya', 'kyk', 'prasmanan', 'gt', 'teh', 'angetnya', 'enak', 'banget', 'pas', 'suasana', 'dingin', 'udara', 'pagi', 'bromo']"
Yuhanto Ari Nugroho,15/07/2022,mantapp pagi jam  berangkat samap atas jam  ann,positif,"['mantapp', 'pagi', 'jam', 'berangkat', 'samap', 'atas', 'jam', 'ann']","['mantapp', 'pagi', 'jam', 'berangkat', 'samap', 'atas', 'jam', 'ann']","['mantapp', 'pagi', 'jam', 'berangkat', 'samap', 'jam', 'ann']","['mantapp', 'pagi', 'jam', 'berangkat', 'samap', 'jam', 'ann']","['mantapp', 'pagi', 'jam', 'berangkat', 'samap', 'jam', 'ann']"
Piknik Butuh,15/07/2022,pemandangan yang indah banget,positif,"['pemandangan', 'yang', 'indah', 'banget']","['pemandangan', 'yang', 'indah', 'banget']","['pemandangan', 'indah', 'banget']","['pemandangan', 'indah', 'banget']","['pandang', 'indah', 'banget']"
sadayuki matsuoka,15/06/2022,ini adalah pemandangan yang indah  butuh waktu untuk mendaki  dan saya merasa senang b  ,positif,"['ini', 'adalah', 'pemandangan', 'yang', 'indah', 'butuh', 'waktu', 'untuk', 'mendaki', 'dan', 'saya', 'merasa', 'senang', 'b']","['ini', 'adalah', 'pemandangan', 'yang', 'indah', 'butuh', 'waktu', 'untuk', 'mendaki', 'dan', 'saya', 'merasa', 'senang', 'b']","['pemandangan', 'indah', 'butuh', 'mendaki', 'senang', 'b']","['pemandangan', 'indah', 'butuh', 'mendaki', 'senang', 'b']","['pandang', 'indah', 'butuh', 'daki', 'senang', 'b']"
Dina Mulya,15/06/2022,gunung yang indah  suhu dingin sekali ketika saya kesana bulan agustus  makan mie kuah di warung setelah penanjakan sunrise mantap sekali  sopir jeep sangat ramah memberikan informasi terkait sekitar ,positif,"['gunung', 'yang', 'indah', 'suhu', 'dingin', 'sekali', 'ketika', 'saya', 'kesana', 'bulan', 'agustus', 'makan', 'mie', 'kuah', 'di', 'warung', 'setelah', 'penanjakan', 'sunrise', 'mantap', 'sekali', 'sopir', 'jeep', 'sangat', 'ramah', 'memberikan', 'informasi', 'terkait', 'sekitar']","['gunung', 'yang', 'indah', 'suhu', 'dingin', 'sekali', 'ketika', 'saya', 'kesana', 'bulan', 'agustus', 'makan', 'mie', 'kuah', 'di', 'warung', 'setelah', 'penanjakan', 'sunrise', 'mantap', 'sekali', 'sopir', 'jeep', 'sangat', 'ramah', 'memberikan', 'informasi', 'terkait', 'sekitar']","['gunung', 'indah', 'suhu', 'dingin', 'kesana', 'agustus', 'makan', 'mie', 'kuah', 'warung', 'penanjakan', 'sunrise', 'mantap', 'sopir', 'jeep', 'ramah', 'informasi', 'terkait']","['gunung', 'indah', 'suhu', 'dingin', 'kesana', 'agustus', 'makan', 'mie', 'kuah', 'warung', 'penanjakan', 'sunrise', 'mantap', 'sopir', 'jeep', 'ramah', 'informasi', 'terkait']","['gunung', 'indah', 'suhu', 'dingin', 'kesana', 'agustus', 'makan', 'mie', 'kuah', 'warung', 'tanjak', 'sunrise', 'mantap', 'sopir', 'jeep', 'ramah', 'informasi', 'kait']"
Bong Tjandra,15/06/2022,keren pemandangannya,positif,"['keren', 'pemandangannya']","['keren', 'pemandangannya']","['keren', 'pemandangannya']","['keren', 'pemandangannya']","['keren', 'pandang']"
Masykur Fitriawan,15/06/2022,gunung fenomenal yang pernah saya kunjungi sampai di puncak kawah jalan dilautan pasir dan menaiki  anak tangga  luar biasa capeknya,positif,"['gunung', 'fenomenal', 'yang', 'pernah', 'saya', 'kunjungi', 'sampai', 'di', 'puncak', 'kawah', 'jalan', 'dilautan', 'pasir', 'dan', 'menaiki', 'anak', 'tangga', 'luar', 'biasa', 'capeknya']","['gunung', 'fenomenal', 'yang', 'pernah', 'saya', 'kunjungi', 'sampai', 'di', 'puncak', 'kawah', 'jalan', 'dilautan', 'pasir', 'dan', 'menaiki', 'anak', 'tangga', 'luar', 'biasa', 'capeknya']","['gunung', 'fenomenal', 'kunjungi', 'puncak', 'kawah', 'jalan', 'dilautan', 'pasir', 'anak', 'tangga', 'capeknya']","['gunung', 'fenomenal', 'kunjungi', 'puncak', 'kawah', 'jalan', 'dilautan', 'pasir', 'anak', 'tangga', 'capeknya']","['gunung', 'fenomenal', 'kunjung', 'puncak', 'kawah', 'jalan', 'laut', 'pasir', 'anak', 'tangga', 'capek']"
ian nayaka,15/06/2022,mantabbz,positif,['mantabbz'],['mantabbz'],['mantabbz'],['mantabbz'],['mantabbz']
arief dzaki,15/06/2022,mantap,positif,['mantap'],['mantap'],['mantap'],['mantap'],['mantap']
Rafasa BSV,15/06/2022,bagi yg trip ke bromo  saya sarankan utk hati di kawah  serta untuk nyewa jeep harus tanya dengan detail sama drivernya,positif,"['bagi', 'yg', 'trip', 'ke', 'bromo', 'saya', 'sarankan', 'utk', 'hati', 'di', 'kawah', 'serta', 'untuk', 'nyewa', 'jeep', 'harus', 'tanya', 'dengan', 'detail', 'sama', 'drivernya']","['bagi', 'yg', 'trip', 'ke', 'bromo', 'saya', 'sarankan', 'utk', 'hati', 'di', 'kawah', 'serta', 'untuk', 'nyewa', 'jeep', 'harus', 'tanya', 'dengan', 'detail', 'sama', 'drivernya']","['yg', 'trip', 'bromo', 'sarankan', 'utk', 'hati', 'kawah', 'nyewa', 'jeep', 'detail', 'drivernya']","['yg', 'trip', 'bromo', 'sarankan', 'utk', 'hati', 'kawah', 'nyewa', 'jeep', 'detail', 'drivernya']","['yg', 'trip', 'bromo', 'saran', 'utk', 'hati', 'kawah', 'nyewa', 'jeep', 'detail', 'drivernya']"
Dimas Eko,15/06/2022,sejuk  pengen kesini lagi,positif,"['sejuk', 'pengen', 'kesini', 'lagi']","['sejuk', 'pengen', 'kesini', 'lagi']","['sejuk', 'pengen', 'kesini']","['sejuk', 'pengen', 'kesini']","['sejuk', 'ken', 'kesini']"
javanese boat,15/06/2022,untuk perjalanan terbaru anda harus mendaftar secara online   ,positif,"['untuk', 'perjalanan', 'terbaru', 'anda', 'harus', 'mendaftar', 'secara', 'online']","['untuk', 'perjalanan', 'terbaru', 'anda', 'harus', 'mendaftar', 'secara', 'online']","['perjalanan', 'terbaru', 'mendaftar', 'online']","['perjalanan', 'terbaru', 'mendaftar', 'online']","['jalan', 'baru', 'daftar', 'online']"
Wulan Echa,15/06/2022,suasana yg ngga pernah bikin bosen  slalu bikin kangen pengen balik lagi dan harus bisa balik lagi kesana   ,positif,"['suasana', 'yg', 'ngga', 'pernah', 'bikin', 'bosen', 'slalu', 'bikin', 'kangen', 'pengen', 'balik', 'lagi', 'dan', 'harus', 'bisa', 'balik', 'lagi', 'kesana']","['suasana', 'yg', 'ngga', 'pernah', 'bikin', 'bosen', 'slalu', 'bikin', 'kangen', 'pengen', 'balik', 'lagi', 'dan', 'harus', 'bisa', 'balik', 'lagi', 'kesana']","['suasana', 'yg', 'ngga', 'bikin', 'bosen', 'slalu', 'bikin', 'kangen', 'pengen', 'kesana']","['suasana', 'yg', 'ngga', 'bikin', 'bosen', 'slalu', 'bikin', 'kangen', 'pengen', 'kesana']","['suasana', 'yg', 'ngga', 'bikin', 'bosen', 'slalu', 'bikin', 'kangen', 'ken', 'kesana']"
Leo Pulung Baskoro,15/06/2022,kangen tempat ini       ,positif,"['kangen', 'tempat', 'ini']","['kangen', 'tempat', 'ini']",['kangen'],['kangen'],['kangen']
Yogi Adi Prasetyo,15/06/2022,tempat indah yang layak dinikmati bersama para sahabat,positif,"['tempat', 'indah', 'yang', 'layak', 'dinikmati', 'bersama', 'para', 'sahabat']","['tempat', 'indah', 'yang', 'layak', 'dinikmati', 'bersama', 'para', 'sahabat']","['indah', 'layak', 'dinikmati', 'sahabat']","['indah', 'layak', 'dinikmati', 'sahabat']","['indah', 'layak', 'nikmat', 'sahabat']"
Yudi Maulana Ali,15/06/2022,pengalaman tak terlupakan saat pergi ke tempat ini  bromo adalah destinasi pilihan untuk memanjakan mata  akses bisa dilalui melalui banyak rute  ada yang terjal dan ada yang lebih aman  disarankan melewati akses yang lebih aman dan  ,positif,"['pengalaman', 'tak', 'terlupakan', 'saat', 'pergi', 'ke', 'tempat', 'ini', 'bromo', 'adalah', 'destinasi', 'pilihan', 'untuk', 'memanjakan', 'mata', 'akses', 'bisa', 'dilalui', 'melalui', 'banyak', 'rute', 'ada', 'yang', 'terjal', 'dan', 'ada', 'yang', 'lebih', 'aman', 'disarankan', 'melewati', 'akses', 'yang', 'lebih', 'aman', 'dan']","['pengalaman', 'tak', 'terlupakan', 'saat', 'pergi', 'ke', 'tempat', 'ini', 'bromo', 'adalah', 'destinasi', 'pilihan', 'untuk', 'memanjakan', 'mata', 'akses', 'bisa', 'dilalui', 'melalui', 'banyak', 'rute', 'ada', 'yang', 'terjal', 'dan', 'ada', 'yang', 'lebih', 'aman', 'disarankan', 'melewati', 'akses', 'yang', 'lebih', 'aman', 'dan']","['pengalaman', 'terlupakan', 'pergi', 'bromo', 'destinasi', 'pilihan', 'memanjakan', 'mata', 'akses', 'rute', 'terjal', 'aman', 'disarankan', 'melewati', 'akses', 'aman']","['pengalaman', 'terlupakan', 'pergi', 'bromo', 'destinasi', 'pilihan', 'memanjakan', 'mata', 'akses', 'rute', 'terjal', 'aman', 'disarankan', 'melewati', 'akses', 'aman']","['alam', 'lupa', 'pergi', 'bromo', 'destinasi', 'pilih', 'manja', 'mata', 'akses', 'rute', 'terjal', 'aman', 'saran', 'lewat', 'akses', 'aman']"
Ahmad,15/06/2022,untuk sampai ke sini dari parkiran lumayan jauh  saran saya sewa kuda saja  nanti diantar sampai tepat di bawah tangga bromo  setelah itu baru lanjut menaiki anak tangga sampai puncak  pemandangannya bagus sekali kalau dari atas  bisa ambil  ,negatif,"['untuk', 'sampai', 'ke', 'sini', 'dari', 'parkiran', 'lumayan', 'jauh', 'saran', 'saya', 'sewa', 'kuda', 'saja', 'nanti', 'diantar', 'sampai', 'tepat', 'di', 'bawah', 'tangga', 'bromo', 'setelah', 'itu', 'baru', 'lanjut', 'menaiki', 'anak', 'tangga', 'sampai', 'puncak', 'pemandangannya', 'bagus', 'sekali', 'kalau', 'dari', 'atas', 'bisa', 'ambil']","['untuk', 'sampai', 'ke', 'sini', 'dari', 'parkiran', 'lumayan', 'jauh', 'saran', 'saya', 'sewa', 'kuda', 'saja', 'nanti', 'diantar', 'sampai', 'tepat', 'di', 'bawah', 'tangga', 'bromo', 'setelah', 'itu', 'baru', 'lanjut', 'menaiki', 'anak', 'tangga', 'sampai', 'puncak', 'pemandangannya', 'bagus', 'sekali', 'kalau', 'dari', 'atas', 'bisa', 'ambil']","['parkiran', 'lumayan', 'saran', 'sewa', 'kuda', 'diantar', 'tangga', 'bromo', 'anak', 'tangga', 'puncak', 'pemandangannya', 'bagus', 'ambil']","['parkiran', 'lumayan', 'saran', 'sewa', 'kuda', 'diantar', 'tangga', 'bromo', 'anak', 'tangga', 'puncak', 'pemandangannya', 'bagus', 'ambil']","['parkir', 'lumayan', 'saran', 'sewa', 'kuda', 'antar', 'tangga', 'bromo', 'anak', 'tangga', 'puncak', 'pandang', 'bagus', 'ambil']"
ARIF BAYU SAPUTRO,15/06/2022,bagus tempat nya,positif,"['bagus', 'tempat', 'nya']","['bagus', 'tempat', 'nya']","['bagus', 'nya']","['bagus', 'nya']","['bagus', 'nya']"
Toppo Nuryanto,15/06/2022,menurutku lokasi menantang  hanya saja maaf banget ya  kenapa sekarang jalurnya dikuasai sama mobile hartop sama jeep  kami yang pakai mobil pribadi ndak bisa sampai lokasi parkir terakhir  buat pemerintah atau siapa saja yang berkepentingan mohon kerjasamanya  kami ingin kenyamanan dilokasi bukan kerumitan diperjalanan   ,negatif,"['menurutku', 'lokasi', 'menantang', 'hanya', 'saja', 'maaf', 'banget', 'ya', 'kenapa', 'sekarang', 'jalurnya', 'dikuasai', 'sama', 'mobile', 'hartop', 'sama', 'jeep', 'kami', 'yang', 'pakai', 'mobil', 'pribadi', 'ndak', 'bisa', 'sampai', 'lokasi', 'parkir', 'terakhir', 'buat', 'pemerintah', 'atau', 'siapa', 'saja', 'yang', 'berkepentingan', 'mohon', 'kerjasamanya', 'kami', 'ingin', 'kenyamanan', 'dilokasi', 'bukan', 'kerumitan', 'diperjalanan']","['menurutku', 'lokasi', 'menantang', 'hanya', 'saja', 'maaf', 'banget', 'ya', 'kenapa', 'sekarang', 'jalurnya', 'dikuasai', 'sama', 'mobile', 'hartop', 'sama', 'jeep', 'kami', 'yang', 'pakai', 'mobil', 'pribadi', 'ndak', 'bisa', 'sampai', 'lokasi', 'parkir', 'terakhir', 'buat', 'pemerintah', 'atau', 'siapa', 'saja', 'yang', 'berkepentingan', 'mohon', 'kerjasamanya', 'kami', 'ingin', 'kenyamanan', 'dilokasi', 'bukan', 'kerumitan', 'diperjalanan']","['menurutku', 'lokasi', 'menantang', 'maaf', 'banget', 'ya', 'jalurnya', 'dikuasai', 'mobile', 'hartop', 'jeep', 'pakai', 'mobil', 'pribadi', 'ndak', 'lokasi', 'parkir', 'pemerintah', 'berkepentingan', 'mohon', 'kerjasamanya', 'kenyamanan', 'dilokasi', 'kerumitan', 'diperjalanan']","['menurutku', 'lokasi', 'menantang', 'maaf', 'banget', 'ya', 'jalurnya', 'dikuasai', 'mobile', 'hartop', 'jeep', 'pakai', 'mobil', 'pribadi', 'ndak', 'lokasi', 'parkir', 'pemerintah', 'berkepentingan', 'mohon', 'kerjasamanya', 'kenyamanan', 'dilokasi', 'kerumitan', 'diperjalanan']","['turut', 'lokasi', 'tantang', 'maaf', 'banget', 'ya', 'jalur', 'asai', 'mobile', 'hartop', 'jeep', 'pakai', 'mobil', 'pribadi', 'ndak', 'lokasi', 'parkir', 'perintah', 'penting', 'mohon', 'kerjasamanya', 'nyaman', 'lokasi', 'kerumit', 'jalan']"
Fiki Ahmad Khoeruman,15/06/2022,sebagian anugrah alloh yg terindah,positif,"['sebagian', 'anugrah', 'alloh', 'yg', 'terindah']","['sebagian', 'anugrah', 'alloh', 'yg', 'terindah']","['anugrah', 'alloh', 'yg', 'terindah']","['anugrah', 'alloh', 'yg', 'terindah']","['anugrah', 'alloh', 'yg', 'indah']"
Intan Nirmala Dewi,15/06/2022,tempatnya sangat indah   apalagi saat menanti sunrisenya      see u next time bromo  ,positif,"['tempatnya', 'sangat', 'indah', 'apalagi', 'saat', 'menanti', 'sunrisenya', 'see', 'u', 'next', 'time', 'bromo']","['tempatnya', 'sangat', 'indah', 'apalagi', 'saat', 'menanti', 'sunrisenya', 'see', 'u', 'next', 'time', 'bromo']","['tempatnya', 'indah', 'sunrisenya', 'see', 'u', 'next', 'time', 'bromo']","['tempatnya', 'indah', 'sunrisenya', 'see', 'u', 'next', 'time', 'bromo']","['tempat', 'indah', 'sunrisenya', 'see', 'u', 'next', 'time', 'bromo']"
Kahfi Supriyadi,15/06/2022,ok bisa d arahkan,positif,"['ok', 'bisa', 'd', 'arahkan']","['ok', 'bisa', 'd', 'arahkan']","['ok', 'd', 'arahkan']","['ok', 'd', 'arahkan']","['ok', 'd', 'arah']"
ROMA ULI,15/06/2022,sungguh indah         ,positif,"['sungguh', 'indah']","['sungguh', 'indah']","['sungguh', 'indah']","['sungguh', 'indah']","['sungguh', 'indah']"
Rika Imam Fauzi,15/06/2022,panas banyak sampah,negatif,"['panas', 'banyak', 'sampah']","['panas', 'banyak', 'sampah']","['panas', 'sampah']","['panas', 'sampah']","['panas', 'sampah']"
rengga trianto,15/06/2022,pengalaman yg menakjubkan dan tak terlupakan di bromo  pemandangan yang begitu memukau mata,positif,"['pengalaman', 'yg', 'menakjubkan', 'dan', 'tak', 'terlupakan', 'di', 'bromo', 'pemandangan', 'yang', 'begitu', 'memukau', 'mata']","['pengalaman', 'yg', 'menakjubkan', 'dan', 'tak', 'terlupakan', 'di', 'bromo', 'pemandangan', 'yang', 'begitu', 'memukau', 'mata']","['pengalaman', 'yg', 'menakjubkan', 'terlupakan', 'bromo', 'pemandangan', 'memukau', 'mata']","['pengalaman', 'yg', 'menakjubkan', 'terlupakan', 'bromo', 'pemandangan', 'memukau', 'mata']","['alam', 'yg', 'takjub', 'lupa', 'bromo', 'pandang', 'pukau', 'mata']"
Muhammad Fawwaaz Fathiin Hidayat,15/06/2022,baru mau ke sana,positif,"['baru', 'mau', 'ke', 'sana']","['baru', 'mau', 'ke', 'sana']",[],[],[]
Guruh Kartiko Hadi,15/06/2022,super sekali        ,positif,"['super', 'sekali']","['super', 'sekali']",['super'],['super'],['super']
Aretha Neelam,15/06/2022,indah bangeeet  liburan yg seruuu,positif,"['indah', 'bangeeet', 'liburan', 'yg', 'seruuu']","['indah', 'bangeeet', 'liburan', 'yg', 'seruuu']","['indah', 'bangeeet', 'liburan', 'yg', 'seruuu']","['indah', 'bangeeet', 'liburan', 'yg', 'seruuu']","['indah', 'bangeeet', 'libur', 'yg', 'seruuu']"
Bumi Rahmatussyifa,15/06/2022,wajib kesini ga perlu mikir kali        ,positif,"['wajib', 'kesini', 'ga', 'perlu', 'mikir', 'kali']","['wajib', 'kesini', 'ga', 'perlu', 'mikir', 'kali']","['wajib', 'kesini', 'ga', 'mikir', 'kali']","['wajib', 'kesini', 'ga', 'mikir', 'kali']","['wajib', 'kesini', 'ga', 'mikir', 'kali']"
Afga Ivangga,15/06/2022,bahagia,positif,['bahagia'],['bahagia'],['bahagia'],['bahagia'],['bahagia']
Leo Wiliyana,15/06/2022,sangat bagus dan indah,positif,"['sangat', 'bagus', 'dan', 'indah']","['sangat', 'bagus', 'dan', 'indah']","['bagus', 'indah']","['bagus', 'indah']","['bagus', 'indah']"
Waskara Waskara,15/06/2022,karunia tuhan yg begitu indah,positif,"['karunia', 'tuhan', 'yg', 'begitu', 'indah']","['karunia', 'tuhan', 'yg', 'begitu', 'indah']","['karunia', 'tuhan', 'yg', 'indah']","['karunia', 'tuhan', 'yg', 'indah']","['karunia', 'tuhan', 'yg', 'indah']"
Sea BomBlue,15/06/2022,tempat menakjubkan di mana alam memiliki yang terbaik  untuk mengunjungi benar benar ,positif,"['tempat', 'menakjubkan', 'di', 'mana', 'alam', 'memiliki', 'yang', 'terbaik', 'untuk', 'mengunjungi', 'benar', 'benar']","['tempat', 'menakjubkan', 'di', 'mana', 'alam', 'memiliki', 'yang', 'terbaik', 'untuk', 'mengunjungi', 'benar', 'benar']","['menakjubkan', 'alam', 'memiliki', 'terbaik', 'mengunjungi']","['menakjubkan', 'alam', 'memiliki', 'terbaik', 'mengunjungi']","['takjub', 'alam', 'milik', 'baik', 'unjung']"
Tri Tofawan,15/06/2022,keren,positif,['keren'],['keren'],['keren'],['keren'],['keren']
Zaenal Mustakim,15/06/2022,lukisan alam,positif,"['lukisan', 'alam']","['lukisan', 'alam']","['lukisan', 'alam']","['lukisan', 'alam']","['lukis', 'alam']"
Ariff Hidayatullah,15/06/2022,gunung yg sangat indah,positif,"['gunung', 'yg', 'sangat', 'indah']","['gunung', 'yg', 'sangat', 'indah']","['gunung', 'yg', 'indah']","['gunung', 'yg', 'indah']","['gunung', 'yg', 'indah']"
Iva Kurniawati,15/06/2022,amazing     subhanallah    indah sekali     ,positif,"['amazing', 'subhanallah', 'indah', 'sekali']","['amazing', 'subhanallah', 'indah', 'sekali']","['amazing', 'subhanallah', 'indah']","['amazing', 'subhanallah', 'indah']","['amazing', 'subhanallah', 'indah']"
Satrio Liud,15/06/2022,tempat healing dengan pemandangan menarik  dan spot spot healing yg banyak ,positif,"['tempat', 'healing', 'dengan', 'pemandangan', 'menarik', 'dan', 'spot', 'spot', 'healing', 'yg', 'banyak']","['tempat', 'healing', 'dengan', 'pemandangan', 'menarik', 'dan', 'spot', 'spot', 'healing', 'yg', 'banyak']","['healing', 'pemandangan', 'menarik', 'spot', 'spot', 'healing', 'yg']","['healing', 'pemandangan', 'menarik', 'spot', 'spot', 'healing', 'yg']","['healing', 'pandang', 'tarik', 'spot', 'spot', 'healing', 'yg']"
Wulan Dian,16/05/2022,bromo    gunung yg sangat cantik dan indah  pemandangannya luar biasa kerreeen  terimakasih tuhan buat ciptaanmu      ,positif,"['bromo', 'gunung', 'yg', 'sangat', 'cantik', 'dan', 'indah', 'pemandangannya', 'luar', 'biasa', 'kerreeen', 'terimakasih', 'tuhan', 'buat', 'ciptaanmu']","['bromo', 'gunung', 'yg', 'sangat', 'cantik', 'dan', 'indah', 'pemandangannya', 'luar', 'biasa', 'kerreeen', 'terimakasih', 'tuhan', 'buat', 'ciptaanmu']","['bromo', 'gunung', 'yg', 'cantik', 'indah', 'pemandangannya', 'kerreeen', 'terimakasih', 'tuhan', 'ciptaanmu']","['bromo', 'gunung', 'yg', 'cantik', 'indah', 'pemandangannya', 'kerreeen', 'terimakasih', 'tuhan', 'ciptaanmu']","['bromo', 'gunung', 'yg', 'cantik', 'indah', 'pandang', 'kerreeen', 'terimakasih', 'tuhan', 'cipta']"
Sri Ayu Lestari,16/05/2022,tempat yang sangat indah untuk berwisata dan penduduknya jg sangat ramah,positif,"['tempat', 'yang', 'sangat', 'indah', 'untuk', 'berwisata', 'dan', 'penduduknya', 'jg', 'sangat', 'ramah']","['tempat', 'yang', 'sangat', 'indah', 'untuk', 'berwisata', 'dan', 'penduduknya', 'jg', 'sangat', 'ramah']","['indah', 'berwisata', 'penduduknya', 'jg', 'ramah']","['indah', 'berwisata', 'penduduknya', 'jg', 'ramah']","['indah', 'wisata', 'duduk', 'jg', 'ramah']"
Dhie Haryadi,16/05/2022,mashaaallah    ini yang ke  kalinya dan masih pengen kesini lagi,positif,"['mashaaallah', 'ini', 'yang', 'ke', 'kalinya', 'dan', 'masih', 'pengen', 'kesini', 'lagi']","['mashaaallah', 'ini', 'yang', 'ke', 'kalinya', 'dan', 'masih', 'pengen', 'kesini', 'lagi']","['mashaaallah', 'kalinya', 'pengen', 'kesini']","['mashaaallah', 'kalinya', 'pengen', 'kesini']","['mashaaallah', 'kali', 'ken', 'kesini']"
